id,logit_dry,logit_wet,prob_dry,prob_wet
ddbedff2-52c9-444b-b24e-9a70f149ab34,1.289757251739502,-1.9453113079071045,0.9621328115463257,0.03786714747548103
ba8b7010-7f86-47c8-8d91-9d097648dcae,2.238109588623047,-2.526412010192871,0.9915452003479004,0.008454873226583004
51df3643-f886-400e-87d9-62f42638e653,-0.669766366481781,0.2364947646856308,0.2877655327320099,0.7122344970703125
3cc24e7d-1a36-4573-b1f1-8e0a99f79087,1.2025009393692017,-1.7707732915878296,0.9513520002365112,0.048647962510585785
69bf86b9-eb55-443b-9a61-08d03efd5954,4.305445194244385,-4.872150421142578,0.9998966455459595,0.00010331804514862597
953aba14-17d1-4814-be98-a19c9f06f5e3,1.0548005104064941,-1.3835762739181519,0.9197072982788086,0.08029268682003021
72006e62-d1da-48a1-bb0e-41e57383dae1,3.812072277069092,-4.338488578796387,0.9997114539146423,0.00028849035152234137
5f6823a2-6d04-4d56-be9f-6a4caf623e6a,3.009536027908325,-3.486732244491577,0.9984931945800781,0.0015067862113937736
77850458-0004-409f-bc8c-28165fdc155d,3.79842472076416,-4.285215377807617,0.9996916055679321,0.0003084507188759744
2e1aae82-494b-43ff-a92b-8c5df8dd0e74,2.6458659172058105,-2.8612985610961914,0.9959587454795837,0.004041198641061783
6188d28d-7672-4908-8eba-4c14874d5b73,-0.8698146939277649,0.18029305338859558,0.2592044472694397,0.7407956123352051
2e6015a1-b97d-4480-b501-adf829680bb1,3.9479117393493652,-4.310885429382324,0.9997411370277405,0.0002589033974800259
b40edb71-5114-4532-9476-d2be911a3dc3,2.2664406299591064,-3.0133461952209473,0.994932234287262,0.005067702382802963
fa8f6b49-9827-4476-85d2-c47eac057c96,3.0003256797790527,-3.6441118717193604,0.9987003803253174,0.001299548544920981
0d9dfcdd-82b3-46a2-81da-e3ea3bb87775,2.536536931991577,-2.938289165496826,0.9958265423774719,0.00417346740141511
c8ed666a-d307-426c-82ff-0369bcd7cbdc,3.2465226650238037,-3.9269518852233887,0.9992339611053467,0.0007660671835765243
dfc62e2f-ccf6-43e3-8a95-7bf844a8df29,0.9323241114616394,-1.4868918657302856,0.9182808995246887,0.08171907067298889
